Quote Date,Quote ID,Quote Number,Quote Status,Customer ID,Branch Name,Expiry Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Percent,Is Inclusive Tax,SubTotal,Total,Adjustment,Notes,Terms & Conditions,Customer Name,Place of Supply,Place of Supply(With State Code),GST Treatment,GST Identification Number (GSTIN),Is Export Without LUT/Bond,Tax Collected From Customer,Project Name,Project ID,Sales person,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Fax,Template Name,Adjustment Description,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Source,Reference ID,Last Sync Time,TCS Amount,Entity Discount Amount,TDS Name,TDS Section Code,TDS Section,TDS Percentage,TDS Amount,TCS Tax Name,TCS Percentage,Nature Of Collection,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Shipping Charge Tax Exemption Code,Shipping Charge SAC Code,Item Name,Item Desc,HSN/SAC,Quantity,Discount,Discount Amount,Item Tax Amount,Item Total,MRP,Is Tax Calculated on Label Price,Product ID,Account,SKU,UPC,MPN,EAN,ISBN,Usage unit,Item Price,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Item Tax Exemption Reason,Item Type,Loaction,Kit Combo Item Name,Item.CF.No of pcs in Master carton
2021-07-14,99381000003475668,EST323,invoiced,99381000001697017,Cochin,,,INR,1.00,entity_level,true,0.00,false,21108.00,25119.00,0.00,Looking forward for your business.,,PERFECT SCALES-MP,32,32-Kerala,business_none,,NO,NO,,,Eldho (Kerala),NEAR BUS STAND,PALAKKADU,Kerala,India,679533,,Standard Template,Adjustment,"Sabeena scales, chamravattom jn., Ponnani",,KERALA,,676102,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ATM JUNIOR YS669,"Make : YESWEIGH Model : YSP-30
Max : 30kg e:5g Min:100g
Class : III",84231000,5.00,0.00,0.0,1700.50,8950.00,,FALSE,99381000001247038,Sales,YS669,,,,,nos,1790.00,Taxable,99381000000260052,GST18 & KFC,19.00,Tax Group,,,,9.00,9.00,0.00,1.00,805.50,805.50,0.00,89.50,805.50,805.50,0.00,89.50,,goods,,,
2021-07-14,99381000003475668,EST323,invoiced,99381000001697017,Cochin,,,INR,1.00,entity_level,true,0.00,false,21108.00,25119.00,0.00,Looking forward for your business.,,PERFECT SCALES-MP,32,32-Kerala,business_none,,NO,NO,,,Eldho (Kerala),NEAR BUS STAND,PALAKKADU,Kerala,India,679533,,Standard Template,Adjustment,"Sabeena scales, chamravattom jn., Ponnani",,KERALA,,676102,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Freight Charges,,996819,37.00,0.00,0.0,63.27,333.00,,FALSE,99381000000557009,Sales,COCS,,,,,kg,9.00,Taxable,99381000000260052,GST18 & KFC,19.00,Tax Group,,,,9.00,9.00,0.00,1.00,29.97,29.97,0.00,3.33,29.97,29.97,0.00,3.33,,service,,,
2021-07-14,99381000003475668,EST323,invoiced,99381000001697017,Cochin,,,INR,1.00,entity_level,true,0.00,false,21108.00,25119.00,0.00,Looking forward for your business.,,PERFECT SCALES-MP,32,32-Kerala,business_none,,NO,NO,,,Eldho (Kerala),NEAR BUS STAND,PALAKKADU,Kerala,India,679533,,Standard Template,Adjustment,"Sabeena scales, chamravattom jn., Ponnani",,KERALA,,676102,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee /Expense for 30 kg,,998729,5.00,0.00,0.0,460.75,2425.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,485.00,Taxable,99381000000260052,GST18 & KFC,19.00,Tax Group,,,,9.00,9.00,0.00,1.00,218.25,218.25,0.00,24.25,218.25,218.25,0.00,24.25,,goods,,,
2021-07-15,99381000003483007,EST324,invoiced,99381000001542136,Cochin,,,INR,1.00,entity_level,true,0.00,false,11171.00,13182.00,0.00,Looking forward for your business.,,Clarion Systems,32,32-Kerala,business_gst,32AMHPV4309C1ZB,NO,NO,,,Eldho (Kerala),"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,Standard Template,Adjustment,"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Price Computing scale,"Make: YESWEIGH  Model:YSP-20
Max:20kg  e:2g  Min:40g  Class:III",84231000,5.00,0.00,0.0,1692.00,9400.00,,FALSE,99381000000016031,Sales,ATMPC,,,,,nos,1880.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,846.00,846.00,0.00,0.00,846.00,846.00,0.00,0.00,,goods,,,
2021-07-15,99381000003483007,EST324,invoiced,99381000001542136,Cochin,,,INR,1.00,entity_level,true,0.00,false,11171.00,13182.00,0.00,Looking forward for your business.,,Clarion Systems,32,32-Kerala,business_gst,32AMHPV4309C1ZB,NO,NO,,,Eldho (Kerala),"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,Standard Template,Adjustment,"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee / Expense for 20 KG,,998729,5.00,0.00,0.0,288.00,1600.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,320.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,144.00,144.00,0.00,0.00,144.00,144.00,0.00,0.00,,goods,,,
2021-07-15,99381000003483007,EST324,invoiced,99381000001542136,Cochin,,,INR,1.00,entity_level,true,0.00,false,11171.00,13182.00,0.00,Looking forward for your business.,,Clarion Systems,32,32-Kerala,business_gst,32AMHPV4309C1ZB,NO,NO,,,Eldho (Kerala),"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,Standard Template,Adjustment,"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Freight Charges,,996819,19.00,0.00,0.0,30.78,171.00,,FALSE,99381000000557009,Sales,COCS,,,,,kg,9.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,15.39,15.39,0.00,0.00,15.39,15.39,0.00,0.00,,service,,,
2021-07-15,99381000003483038,EST325,invoiced,99381000001542136,Cochin,,,INR,1.00,entity_level,true,0.00,false,620.00,732.00,0.00,Looking forward for your business.,,Clarion Systems,32,32-Kerala,business_gst,32AMHPV4309C1ZB,NO,NO,,,Eldho (Kerala),"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,Standard Template,Adjustment,"Clarion Systems, Kokkadan Building, Chungam",Thrissur,Kerala,India,680302,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,AC Cord wire CPU Cord(3 yard),,84239020,10.00,0.00,0.0,111.60,620.00,,FALSE,99381000002008032,Sales,CW3X3,,,,,nos,62.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,55.80,55.80,0.00,0.00,55.80,55.80,0.00,0.00,,goods,,,
2021-07-15,99381000003479027,EST326,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,3547.00,4259.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,CHICKEN SCALE 100 KG SS,"Make : YESWEIGH Model : YSC
Max : 100kg e:10g Min:200g
Class : III",84239010,1.00,0.00,0.0,405.00,2250.00,,FALSE,99381000001933001,Sales,CS300X300SS,,,,,nos,2250.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,202.50,202.50,0.00,0.00,202.50,202.50,0.00,0.00,,goods,,,
2021-07-15,99381000003479027,EST326,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,3547.00,4259.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee / Expense for 100Kg,,998729,1.00,0.00,0.0,87.30,485.00,,FALSE,99381000000663063,Sales,SF100,,,,,nos,485.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,43.65,43.65,0.00,0.00,43.65,43.65,0.00,0.00,,goods,,,
2021-07-15,99381000003479027,EST326,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,3547.00,4259.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ATM PC / BENCH PC BATTERY 4V  4.5AH,,85068090,4.00,0.00,0.0,207.20,740.00,,FALSE,99381000000691252,Sales,APC209,,,,,nos,185.00,Taxable,99381000000006224,GST28,28.00,Tax Group,,,,14.00,14.00,0.00,0.00,103.60,103.60,0.00,0.00,103.60,103.60,0.00,0.00,,goods,,,
2021-07-15,99381000003479027,EST326,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,3547.00,4259.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Freight Charges,,996819,8.00,0.00,0.0,12.96,72.00,,FALSE,99381000000557009,Sales,COCS,,,,,kg,9.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,6.48,6.48,0.00,0.00,6.48,6.48,0.00,0.00,,service,,,
2021-07-15,99381000003484077,EST327,invoiced,99381000002854009,Cochin,,,INR,1.00,entity_level,true,0.00,false,1920.00,2266.00,0.00,Looking forward for your business.,,HAMDHA SCALES,32,32-Kerala,business_gst,32ANEPH3773N1ZT,NO,NO,,,Eldho (Kerala),"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,Standard Template,Adjustment,"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Loadcell 500 kg 25 x35 4 HOLE,,84239020,3.00,0.00,0.0,345.60,1920.00,,FALSE,99381000002001139,Sales,LKXH50,,,,,nos,640.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,172.80,172.80,0.00,0.00,172.80,172.80,0.00,0.00,,goods,,,
2021-07-15,99381000003484141,EST328,invoiced,99381000001702591,Cochin,,,INR,1.00,entity_level,true,0.00,false,10712.00,12640.00,0.00,Looking forward for your business.,,BEETA SCALES,32,32-Kerala,business_gst,32BTLPM0140A1ZG,NO,NO,,,Eldho (Kerala),"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,Standard Template,Adjustment,"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ATM JUNIOR YS669,"Make : YESWEIGH Model : YSP-20
Max : 20kg e:2g Min:40g
Class : III",84231000,5.00,0.00,0.0,1611.00,8950.00,,FALSE,99381000001247038,Sales,YS669,,,,,nos,1790.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,805.50,805.50,0.00,0.00,805.50,805.50,0.00,0.00,,goods,,,
2021-07-15,99381000003484141,EST328,invoiced,99381000001702591,Cochin,,,INR,1.00,entity_level,true,0.00,false,10712.00,12640.00,0.00,Looking forward for your business.,,BEETA SCALES,32,32-Kerala,business_gst,32BTLPM0140A1ZG,NO,NO,,,Eldho (Kerala),"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,Standard Template,Adjustment,"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee / Expense for 20 KG,,998729,5.00,0.00,0.0,288.00,1600.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,320.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,144.00,144.00,0.00,0.00,144.00,144.00,0.00,0.00,,goods,,,
2021-07-15,99381000003484141,EST328,invoiced,99381000001702591,Cochin,,,INR,1.00,entity_level,true,0.00,false,10712.00,12640.00,0.00,Looking forward for your business.,,BEETA SCALES,32,32-Kerala,business_gst,32BTLPM0140A1ZG,NO,NO,,,Eldho (Kerala),"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,Standard Template,Adjustment,"Beeta scales,  V.M Building, Near K.S.E.B Office",Wayanad,Kerala,India,673591,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Freight Charges,,996819,18.00,0.00,0.0,29.16,162.00,,FALSE,99381000000557009,Sales,COCS,,,,,kg,9.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,14.58,14.58,0.00,0.00,14.58,14.58,0.00,0.00,,service,,,
2021-07-15,99381000003489009,EST329,invoiced,99381000002854009,Cochin,,,INR,1.00,entity_level,true,0.00,false,15985.00,18862.00,0.00,Looking forward for your business.,,HAMDHA SCALES,32,32-Kerala,business_gst,32ANEPH3773N1ZT,NO,NO,,,Eldho (Kerala),"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,Standard Template,Adjustment,"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Bill Printing scale Q8POS,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,84231000,1.00,0.00,0.0,2790.00,15500.00,,FALSE,99381000000011617,Sales,ECS5W,,,,,nos,15500.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,1395.00,1395.00,0.00,0.00,1395.00,1395.00,0.00,0.00,,goods,,,
2021-07-15,99381000003489009,EST329,invoiced,99381000002854009,Cochin,,,INR,1.00,entity_level,true,0.00,false,15985.00,18862.00,0.00,Looking forward for your business.,,HAMDHA SCALES,32,32-Kerala,business_gst,32ANEPH3773N1ZT,NO,NO,,,Eldho (Kerala),"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,Standard Template,Adjustment,"ROOM NO10/641B FIRST FLOOR
THANANGATTIL BUILDING
PUKKATTUPADY EDATHALA ALUVA",ERNAKULAM,Kerala,India,,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee /Expense for 30 kg,,998729,1.00,0.00,0.0,87.30,485.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,485.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,43.65,43.65,0.00,0.00,43.65,43.65,0.00,0.00,,goods,,,
2021-07-16,99381000003495169,EST330,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,2040.00,2407.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Shearbeam Loadcell 1000kg,,84239020,3.00,0.00,0.0,367.20,2040.00,,FALSE,99381000002008154,Sales,SBLC1T,,,,,nos,680.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,183.60,183.60,0.00,0.00,183.60,183.60,0.00,0.00,,goods,,,
2021-07-19,99381000003507027,EST331,invoiced,99381000002439359,Cochin,,,INR,1.00,entity_level,true,0.00,false,14700.00,17346.00,0.00,Looking forward for your business.,,ADIMALI SCALES,32,32-Kerala,business_gst,32CAHPB2953E2Z7,NO,NO,,,Eldho (Kerala),"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,Standard Template,Adjustment,"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,TABLE TOP ABS (VIBRANT),Max : 30Kg e:5gm Min: 5kg Class III,84231000,2.00,0.00,0.0,702.00,3900.00,,FALSE,99381000001171138,Sales,VIBRANT300X240ABS,,,,,pcs,1950.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,351.00,351.00,0.00,0.00,351.00,351.00,0.00,0.00,,goods,,,
2021-07-19,99381000003507027,EST331,invoiced,99381000002439359,Cochin,,,INR,1.00,entity_level,true,0.00,false,14700.00,17346.00,0.00,Looking forward for your business.,,ADIMALI SCALES,32,32-Kerala,business_gst,32CAHPB2953E2Z7,NO,NO,,,Eldho (Kerala),"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,Standard Template,Adjustment,"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee /Expense for 30 kg,,998729,2.00,0.00,0.0,174.60,970.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,485.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,87.30,87.30,0.00,0.00,87.30,87.30,0.00,0.00,,goods,,,
2021-07-19,99381000003507027,EST331,invoiced,99381000002439359,Cochin,,,INR,1.00,entity_level,true,0.00,false,14700.00,17346.00,0.00,Looking forward for your business.,,ADIMALI SCALES,32,32-Kerala,business_gst,32CAHPB2953E2Z7,NO,NO,,,Eldho (Kerala),"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,Standard Template,Adjustment,"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Platform Weighing Scale 300kg/50g,"Make : YESWEIGH Model: YSP-5  
Max: 300 kg e: 50gm Min:1kg Class III",84231000,2.00,0.00,0.0,1566.00,8700.00,,FALSE,99381000000326166,Sales,PF4560,,,,,nos,4350.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,783.00,783.00,0.00,0.00,783.00,783.00,0.00,0.00,,goods,,,
2021-07-19,99381000003507027,EST331,invoiced,99381000002439359,Cochin,,,INR,1.00,entity_level,true,0.00,false,14700.00,17346.00,0.00,Looking forward for your business.,,ADIMALI SCALES,32,32-Kerala,business_gst,32CAHPB2953E2Z7,NO,NO,,,Eldho (Kerala),"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,Standard Template,Adjustment,"Adimali Scales, Mareena Tourist Complex, Kallarkutty Road",Idukki,Kerala,India,685561,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee /Expense for 300kg,,998729,2.00,0.00,0.0,203.40,1130.00,,FALSE,99381000000548525,Sales,SF300,,,,,nos,565.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,101.70,101.70,0.00,0.00,101.70,101.70,0.00,0.00,,goods,,,
2021-07-20,99381000003522024,EST332,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,1425.00,1774.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ATM PC / BENCH PC BATTERY 4V  4.5AH,,85068090,5.00,0.00,0.0,259.00,925.00,,FALSE,99381000000691252,Sales,APC209,,,,,nos,185.00,Taxable,99381000000006224,GST28,28.00,Tax Group,,,,14.00,14.00,0.00,0.00,129.50,129.50,0.00,0.00,129.50,129.50,0.00,0.00,,goods,,,
2021-07-20,99381000003522024,EST332,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,1425.00,1774.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ECS5W INTERFACE BOARD,,84239020,1.00,0.00,0.0,45.00,250.00,,FALSE,99381000000306315,Sales,ECS812,,,,,nos,250.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,22.50,22.50,0.00,0.00,22.50,22.50,0.00,0.00,,goods,,,
2021-07-20,99381000003522024,EST332,invoiced,99381000000064003,Cochin,,,INR,1.00,entity_level,true,0.00,false,1425.00,1774.00,0.00,Looking forward for your business.,,UNITECH WEIGHING SYSTEM,32,32-Kerala,business_gst,32BPDPM6388A1Z2,NO,NO,,,Eldho (Kerala),Pullathil Building,Kottayam,Kerala,,686018,,Standard Template,Adjustment,Pullathil Building,Kottayam,Kerala,,686018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,ECS5W POWER SUPPLY BOARD,,84239020,1.00,0.00,0.0,45.00,250.00,,FALSE,99381000000306225,Sales,ECS816,,,,,nos,250.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,22.50,22.50,0.00,0.00,22.50,22.50,0.00,0.00,,goods,,,
2021-07-21,99381000003535013,EST333,invoiced,99381000002182004,Cochin,,,INR,1.00,entity_level,true,0.00,false,5200.00,6136.00,0.00,Looking forward for your business.,,S PAL DIGI WEIGH,32,32-Kerala,business_gst,32DFGPS9054N1ZS,NO,NO,,,Eldho (Kerala),"S PAL DIGI WEIGH, Valiyachudukad Jn",Alappuzha,Kerala,India,68002,,Standard Template,Adjustment,"S PAL DIGI WEIGH, Valiyachudukad Jn",Alappuzha,Kerala,India,68002,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Motherboard PMS 63,,84239020,20.00,0.00,0.0,864.00,4800.00,,FALSE,99381000002007019,Sales,MP63,,,,,nos,240.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,432.00,432.00,0.00,0.00,432.00,432.00,0.00,0.00,,goods,,,
2021-07-21,99381000003535013,EST333,invoiced,99381000002182004,Cochin,,,INR,1.00,entity_level,true,0.00,false,5200.00,6136.00,0.00,Looking forward for your business.,,S PAL DIGI WEIGH,32,32-Kerala,business_gst,32DFGPS9054N1ZS,NO,NO,,,Eldho (Kerala),"S PAL DIGI WEIGH, Valiyachudukad Jn",Alappuzha,Kerala,India,68002,,Standard Template,Adjustment,"S PAL DIGI WEIGH, Valiyachudukad Jn",Alappuzha,Kerala,India,68002,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Transformer,,84239020,5.00,0.00,0.0,72.00,400.00,,FALSE,99381000002007028,Sales,TR12V,,,,,nos,80.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,36.00,36.00,0.00,0.00,36.00,36.00,0.00,0.00,,goods,,,
2021-07-22,99381000003549034,EST334,draft,99381000003549003,Cochin,,,INR,1.00,entity_level,true,0.00,false,4085.00,4820.00,0.00,Looking forward for your business.,,Venad Scales,32,32-Kerala,business_gst,32CDMPN2316P1Z9,NO,NO,,,Athira (Inside Kerala),Vedivachancoil,Trivandrum,Kerala,India,695501,,Standard Template,Adjustment,Vedivachancoil,Trivandrum,Kerala,India,695501,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Platform Weighing Scale 200kg/20g,"Make:YESWEIGH Model : YSP-200
Max : 200kg e: 20g Min :400gm 
Class: III
",84231000,1.00,0.00,0.0,648.00,3600.00,,FALSE,99381000000326157,Sales,PFPC400X500SS,,,,,nos,3600.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,324.00,324.00,0.00,0.00,324.00,324.00,0.00,0.00,,goods,,,
2021-07-22,99381000003549034,EST334,draft,99381000003549003,Cochin,,,INR,1.00,entity_level,true,0.00,false,4085.00,4820.00,0.00,Looking forward for your business.,,Venad Scales,32,32-Kerala,business_gst,32CDMPN2316P1Z9,NO,NO,,,Athira (Inside Kerala),Vedivachancoil,Trivandrum,Kerala,India,695501,,Standard Template,Adjustment,Vedivachancoil,Trivandrum,Kerala,India,695501,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee /Expense for 200Kg,,998729,1.00,0.00,0.0,87.30,485.00,,FALSE,99381000000548508,Sales,SF200,,,,,nos,485.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,43.65,43.65,0.00,0.00,43.65,43.65,0.00,0.00,,goods,,,
2021-07-28,99381000003575005,EST335,accepted,99381000001357007,Cochin,,,INR,1.00,entity_level,true,0.00,false,180.00,212.00,0.00,Looking forward for your business.,,Scale Point,32,32-Kerala,business_gst,32DSJPS7374R1ZN,NO,NO,,,Eldho (Kerala),"Scale Point, Room No: 8/76-5",Kalpatta,Kerala,India,628505,,Standard Template,Adjustment,"Scale Point, Room No: 8/76-5",Kalpatta,Kerala,India,628505,,3,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Loadcell 80 kg:130mm,,84239020,1.00,0.00,0.0,32.40,180.00,,FALSE,99381000002001040,Sales,LK8013,,,,,nos,180.00,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,9.00,9.00,0.00,0.00,16.20,16.20,0.00,0.00,16.20,16.20,0.00,0.00,,goods,,,
